Plot,Observed,Predicted
0,852.4111272,1059.4968
1,2440.234454,2275.6501
2,1340.533179,1787.4119
3,2222.113434,1846.3153
4,1487.687805,1883.3538
5,1818.818584,2071.192
6,1713.088782,1874.7405
7,2290.773702,2373.4944
8,1826.284929,2576.9946
9,2850.979009,2115.0266
10,2810.236346,2353.4902
11,1458.752196,1968.1346
12,2433.722768,2396.5188
13,2378.685454,2099.0583
14,707.5443262,1059.1357
15,3795.753412,2834.5789
16,1046.996476,951.3697
17,2510.644466,2316.038
18,1155.941854,1722.129
19,1669.397695,1336.2483
20,817.2532923,985.9577
21,769.6885623,800.3168
22,1831.500444,2182.5466
23,1755.825977,1468.244
24,1547.107448,1967.3738
25,502.1309772,728.1499
26,1159.960609,1988.0471
27,2995.99217,2809.489
28,403.9793478,969.3415
29,818.2608828,587.3528
30,1689.495366,1740.1091
31,1051.501648,1781.0824
32,653.5788247,917.47644
33,2602.35413,1614.2231
34,2940.718348,2858.289
35,2832.195911,2453.929
36,998.2322253,1545.6693
37,2397.751324,2906.3838
38,2649.114768,2323.696
39,2524.160239,1868.0042
40,2387.652627,2376.444
41,2768.756321,2434.6116
42,2091.550934,1721.647
43,1046.853991,1229.9478
44,2381.358135,1893.4817
45,1846.727209,1855.3717
46,1236.645059,998.20404
47,1639.622935,1569.2188
48,2706.32394,2235.1963
49,2139.781977,1558.6609
50,2494.587138,2256.7156
51,1062.358915,1293.2874
52,959.1176889,752.7053
53,2097.255921,1709.5917
54,213.1430369,614.8495
55,1458.635439,2155.417
56,2629.826389,2582.4224
57,3001.718599,2375.2683
58,1051.364746,1327.2458
59,1898.693966,1263.6497
60,1015.629349,1163.2604
61,1460.866866,1330.7458
62,2281.228358,2241.6904
63,2199.094933,1971.4818
64,2859.850341,2870.8457
65,2267.121754,2619.217
66,1398.917467,1923.0345
67,2570.657362,2385.7148
68,1664.855439,1979.0112
69,1487.391173,2308.4006
70,1751.020972,2069.489
71,3660.559329,2976.8433
72,2704.416209,3134.0222
73,2503.995276,1992.6134
74,1314.823569,1700.4277
75,846.0365637,812.5712
76,2140.854661,2113.6396
77,600.105339,507.81558
78,2628.239968,2297.367
79,1878.593875,2382.8013
80,1122.63681,1593.8772
81,1876.843222,2381.7422
82,1669.111504,894.0102
83,487.1282369,789.93225
84,127.5812843,173.44044
85,2124.636006,1579.0264
86,1751.783609,2250.8594
87,793.3271307,1607.6835
88,1330.388138,1827.0363
89,2114.268071,1520.0017
90,2468.479659,1984.1581
91,2097.979928,2202.8901
92,3267.2048,2580.7676
93,2709.295437,2774.472
94,2440.599667,1391.3878
95,826.7863038,1559.5072
96,2097.676673,2205.4097
97,4359.467376,2235.4644
98,98.51914256,92.27336
99,615.320055,655.6404
100,2884.846839,2200.6252
101,575.5265431,955.2045
102,1248.129845,1441.2344
103,4419.9263,3344.2263
104,2664.972449,2278.8093
105,1879.847232,1140.5638
106,1421.057539,1393.0491
107,1232.611476,1388.2916
108,2926.428905,2679.7227
109,856.244483,1109.5248
110,807.039998,1033.8293
111,572.9394757,1017.98505
112,1447.213026,1530.182
113,2332.404108,1804.174
114,560.8049233,1505.2546
115,2177.985373,2140.3328
116,1898.680484,2124.8027
117,2255.265123,1617.6313
118,3066.438057,2477.257
119,1479.877691,1575.251
120,154.5688445,50.281754
121,926.142217,1770.5094
122,2081.503642,2007.228
123,1871.195116,2984.2808
124,1583.40453,1847.0764
125,711.9471089,469.01718
126,75.0767924,284.0037
127,274.4805385,219.69453
128,1652.668742,1798.7649
129,2661.845335,2523.621
130,1668.452973,1990.2831
131,2022.406559,2123.74
132,2443.712025,2832.3235
133,1349.989182,2564.3994
134,2562.306003,2103.9285
135,1706.957803,1965.3949
136,2126.476757,1894.8641
137,1886.438522,1832.3734
138,1007.459626,1939.9438
139,2253.512884,1905.7152
140,625.1446916,861.06036
141,1849.270527,2153.4324
142,2857.173163,2157.2495
143,2045.29683,2552.754
144,2118.704838,2129.0671
145,1964.753623,2405.9111
146,2780.183491,2421.9824
147,2335.586093,2695.002
148,809.6771966,907.3777
149,1092.536928,1020.79956
150,3448.823372,2792.0962
151,1464.479649,1077.7528
152,97.9106615,94.17855
153,2671.901871,2478.1794
154,1993.536915,2232.0117
155,2669.05642,2231.5906
156,3103.364255,2962.55
157,2867.497192,2410.3691
158,1258.382064,1550.84
159,2223.754809,2273.834
160,1971.990281,2198.0906
161,2816.815109,2155.0483
162,2451.397833,2524.2312
163,3626.702579,2662.323
164,2985.628939,3302.4102
165,2458.768355,2010.6769
166,2379.921249,3234.8906
167,1016.831885,1494.9913
168,3219.563324,1713.571
169,2504.418949,1978.5477
170,828.9377703,803.9112
171,2109.804813,2694.332
172,2036.272028,1605.9073
173,1688.264543,2471.341
174,2222.113434,2138.5635
175,2109.054379,1757.7681
176,218.6899589,1199.916
177,2324.970981,1928.3381
178,1899.264881,1991.0786
179,1455.876141,1985.4521
180,2291.733442,2627.1826
181,2348.746275,2507.267
182,2218.918528,2340.6687
183,1924.235302,1872.2212
184,1134.577496,824.569
185,869.4528536,1893.2222
186,1774.491049,1230.0591
187,1931.01347,1902.614
188,4140.181856,3161.2466
189,2295.589837,2331.6538
190,201.6858418,336.44284
191,1840.789274,1235.6339
192,1655.267311,997.43726
193,1135.623114,1682.641
194,2978.046974,2812.3545
195,1539.092926,1661.8997
196,1998.359573,1992.774
197,2033.300206,2126.8376
198,2216.001171,3165.6191
199,1783.85454,1827.2756
200,1917.740995,2037.4569
201,3282.028663,2253.1064
202,2537.773797,2460.2534
203,1925.480514,1765.1083
204,2711.482518,2453.4539
205,833.882963,1323.0844
206,2733.747717,1863.2941
207,1086.701149,1087.4884
208,1487.119049,1553.2721
209,2678.409868,2273.2932
210,1712.427042,1488.0914
211,1676.810056,1727.7532
212,583.6085482,1196.2606
213,2173.476145,2043.1915
214,2920.009893,2752.136
215,2502.688209,2623.4543
216,736.3442061,1399.3035
217,2648.503429,1998.2289
218,2421.142315,1755.6553
219,1886.877242,2244.504
220,605.8610135,761.4196
221,2990.717812,2284.533
222,821.7229238,1354.9922
223,2795.320993,2880.3481
224,1406.169299,1863.8132
225,1731.342926,2212.6157
226,2161.638246,2021.853
227,1317.845922,2255.0693
228,1729.066755,3031.0854
229,1883.268859,1753.6705
230,997.8047427,2002.8962
231,2122.315278,1801.548
232,3198.667356,2957.8882
233,1173.694723,1508.7097
234,3653.960122,2335.2427
235,1301.220631,820.11554
236,1873.375513,1827.532
237,2422.970284,1870.3468
238,1967.229301,2186.6614
239,2546.954603,1662.5883
240,2530.076824,2432.859
241,1926.2263,1771.8799
242,2843.759953,2839.2993
243,1668.862574,3014.9822
244,1680.820897,2216.5945
245,2421.142315,1755.6553
246,1750.193127,1910.8682
247,3174.100515,2330.1729
248,2213.484304,1591.8081
249,2147.11125,2565.0898
250,46.87976718,66.88605
251,2580.547047,2314.877
252,856.244483,1103.3944
253,1496.330983,1814.9629
254,3592.427591,2440.6914
255,1185.990285,857.2319
256,1264.655844,1123.203
257,2342.281185,2164.3367
258,358.9402657,607.3421
259,2275.763381,2163.9968
260,411.3864397,937.87115
261,3408.405383,2966.4475
262,2139.379243,1700.6569
263,2157.324804,1778.0168
264,1081.460835,1052.6125
265,2611.866042,2468.4775
266,2619.818437,2551.3574
267,2517.487067,2210.7542
268,2084.900307,1939.6243
269,938.7235868,1128.5544
270,2379.024737,2520.648
271,2757.974786,2626.7163
272,840.2413928,520.91187
273,127.5812843,171.8468
274,1100.498204,1188.8079
275,3499.565541,2213.752
276,371.2682535,824.6466
277,1972.504185,2945.1414
278,1404.212884,1507.1642
279,1907.328161,1844.53
280,1223.846226,1408.923
281,1261.151262,1516.5028
282,634.1444533,908.53754
283,267.0517965,56.401062
284,2458.768355,1693.0131
285,2109.860899,2062.3076
286,2388.121898,2307.679
287,974.8501465,1231.1554
288,1930.465619,1643.3657
289,2061.232294,1818.0903
290,2302.001317,2073.596
291,2325.453216,2475.876
292,1844.575005,1986.2042
293,1944.75533,2190.2998
294,3342.372342,2031.6558
295,3232.126812,3029.9255
296,2403.895537,2751.383
297,1673.410472,2915.9297
298,1871.195116,2971.5332
299,2533.820466,2439.9126
300,177.2348945,145.37056
301,1328.861884,1562.8767
302,768.0854653,747.65594
303,1685.260126,926.377
304,2174.029288,1672.5697
305,253.2458501,228.44711
306,3907.490638,3102.5393
307,1023.4719,1273.4856
308,2959.548055,2423.9055
309,1815.436893,2581.089
310,827.0669283,755.4436
311,2124.317975,1813.5536
312,2205.541908,2471.2998
313,3232.53534,3501.8462
314,974.8591072,1057.2136
315,2612.321987,2818.204
316,1264.50054,1890.4271
317,1707.991975,2526.898
318,335.226514,1074.8861
319,1358.940001,1318.8632
320,1115.061149,1682.9962
321,1276.298117,1976.0734
322,157.9659128,148.7515
323,975.0736873,793.66473
324,2181.554851,2049.6016
325,995.9056192,1018.0519
326,2842.478173,2594.158
327,3045.482698,2154.2822
328,1081.460835,1049.4437
329,1114.392763,2155.6226
330,998.6450237,2034.5642
331,950.679965,893.7307
332,2111.035486,1270.1399
333,1671.469219,1270.1455
334,1094.445802,1441.9463
335,3463.946456,2681.294
336,2120.235684,2582.7517
337,1253.40896,1199.5972
338,2163.437329,2379.1223
339,1315.458809,1492.8542
340,2874.508579,2882.8804
341,3214.87932,3228.792
342,1653.207487,2068.662
343,3741.526886,2490.5771
344,3437.010195,3344.2302
345,740.4350662,1095.8525
346,3137.837046,2473.5332
347,2090.824671,1131.2484
348,3563.192777,2699.712
349,2371.595643,1741.5898
350,1804.02745,2061.0723
351,1357.101904,1572.1577
352,2036.451502,2285.8223
353,1926.2263,1754.7242
354,2237.51217,2500.575
355,2381.920113,2100.9055
356,1989.320933,1677.6766
357,2027.398266,1881.0881
358,591.0168559,827.38086
359,2509.666055,1862.5706
360,1259.404693,1002.52386
361,1193.53105,1627.8794
362,1098.403512,1310.523
363,3574.67857,2420.7747
364,2012.584381,1817.0261
365,2410.370393,2615.276
366,1527.530919,1967.6646
367,1476.416762,2246.7346
368,1427.268601,1683.2048
369,648.0938495,1090.5723
370,1329.946273,1696.7527
371,2793.72829,2726.254
372,85.55215802,60.533623
373,3294.943134,2399.0146
374,1995.989896,1840.3496
375,806.7801715,880.76025
376,1190.335046,895.16693
377,3001.862236,2735.3723
378,1621.139955,809.6538
379,1930.974205,2393.3064
380,1987.445919,1742.2703
381,1007.459626,1773.012
382,234.5050796,312.4687
383,1579.507515,2512.6406
384,2444.999257,2633.6743
385,2539.967184,2517.8484
386,2211.657289,2281.084
387,2315.007679,1484.1846
388,693.4098796,922.83246
389,3324.433551,2379.3748
390,180.4352183,303.60037
391,1675.911151,1606.8712
392,3084.872416,2626.5574
393,1666.071153,1881.3838
394,2222.165419,1572.5593
395,1168.187898,1833.1489
396,3328.160493,3217.183
397,400.3414485,291.36816
398,2305.398356,2629.5876
399,1570.13697,2094.0684
400,1755.680478,2279.9329
401,3146.854086,2451.535
402,2115.991429,1894.393
403,726.0125466,584.6758
404,2465.490515,2364.8152
405,2699.323509,2724.0278
406,2885.459598,2292.346
407,1795.698374,1694.6259
408,1669.084542,2078.6675
409,2568.99667,2038.0758
410,827.9058285,943.41534
411,104.2510363,140.8258
412,3505.938168,3250.8337
413,2487.1889,2084.6838
414,997.1810043,628.3172
415,1985.252007,2117.9062
416,1451.956584,1900.0831
417,2669.05642,2017.5669
418,575.659836,1104.9679
419,1386.110813,1273.238
420,1913.017663,1045.6758
421,3875.866995,3033.334
422,2112.235112,2054.8452
423,457.1927743,543.8822
424,2123.345748,1953.2339
425,2522.024675,2199.7185
426,1946.943225,2183.7031
427,1926.80002,1688.7906
428,1167.457869,1471.2823
429,3495.086943,3095.8853
430,2971.560918,1766.0789
431,1542.329881,1310.8064
432,176.2257363,64.33142
433,1455.876141,1979.9902
434,2302.779614,2450.536
435,1190.335046,852.7794
436,926.142217,2209.7717
437,1504.425352,1896.506
438,2266.645903,2213.6746
439,485.3837437,1019.5812
440,1884.851452,1943.5446
441,2094.863031,2251.2097
442,2275.207453,2459.9485
443,2081.443282,2231.094
444,2608.108269,2775.9424
445,1546.54387,1331.3043
446,997.8964521,1151.4799
447,3141.897989,2511.7048
448,719.8542501,586.7613
449,2312.344469,2890.4692
450,2874.508579,2901.721
451,3265.930216,2620.8958
452,2214.478943,1671.3557
453,2298.253228,2184.816
454,75.0767924,274.14294
455,2692.060705,2172.0374
456,2686.242624,2077.0264
457,2947.366064,2551.203
458,1197.246663,1913.9564
459,1634.778827,1992.861
460,1672.334678,1242.3702
461,411.3864397,765.6535
462,2412.528753,2798.8186
463,2128.926753,2338.2993
464,2075.58408,2079.678
465,411.3864397,934.6299
466,2302.393413,2401.6477
467,3539.662606,2981.1191
468,3161.367422,2717.9412
469,2203.673468,2172.041
470,1411.863589,1236.6654
471,1884.97485,2314.7625
472,1663.693606,1188.2826
473,1718.044445,1215.8252
474,2160.788114,1868.4702
475,1908.503769,1846.4349
476,2800.623516,2374.88
477,1592.359796,1755.8871
478,997.8964521,1151.4799
479,1049.340498,776.17914
480,1753.249683,1084.5035
481,2599.974964,2823.72
482,357.7585386,569.3303
483,1841.497819,2682.5732
484,113.3120093,52.68374
485,2689.727637,2464.1692
486,1953.132744,1713.5809
487,1072.237819,1254.9171
488,2052.542741,1864.3577
489,1648.306309,1404.2377
490,1009.411513,1158.2118
491,822.9602131,1366.7749
492,1228.2072,1365.2125
493,1278.3342,2048.1304
494,1213.19035,1084.8931
495,821.2947775,1179.6671
496,3429.420012,2154.1409
497,673.7792036,405.6613
498,3007.699486,2607.992
499,1909.127957,2459.2551
500,1030.506164,995.21704
501,1817.073512,1822.7241
502,1188.232926,1851.2723
503,1579.99341,1603.4518
504,2722.827725,2207.958
505,1463.767666,1536.2444
506,198.0412298,64.26425
507,2097.724217,2095.9897
508,1066.891951,890.59607
509,611.8355392,543.29175
510,1455.320206,1259.3229
511,2002.033036,2332.3418
512,660.9178541,1292.8394
513,1595.801876,1451.7113
514,1465.643398,2530.888
515,2671.554122,2606.9087
516,3018.244611,2940.6125
517,1711.117992,1866.118
518,3380.415684,2560.645
519,2176.447959,2292.2656
520,1549.108363,1896.9686
521,1848.707976,1925.8458
522,2253.921998,2371.627
523,1841.669703,2577.8462
524,1680.820897,2232.627
525,1130.82107,1415.2826
526,1035.674284,795.67944
527,2118.371321,2551.5305
528,2312.279498,2271.3032
529,1969.835824,2341.4941
530,923.8651562,1159.6216
531,1609.543312,1986.4132
532,312.6168059,456.73428
533,2386.629259,1803.4818
534,1319.814204,1283.8307
535,68.1095686,125.21013
536,1333.287646,1522.1217
537,2496.284276,2373.3723
538,2128.893782,2588.6702
539,2023.930732,1811.6005
540,1724.591962,1876.3727
541,3501.244571,2486.1646
542,3082.85774,2726.9495
543,1932.100405,2072.2756
544,527.963086,642.6562
545,1768.579311,2063.797
546,2020.384959,2680.698
547,2014.010186,2035.6237
548,2574.319478,2239.5513
549,1957.993585,1900.889
550,1946.504514,2155.5183
551,63.26149783,158.3922
552,1425.135146,1182.1484
553,2336.160495,2213.3784
554,2200.135386,1860.6713
555,1364.048707,945.55505
556,1923.706446,2220.9526
557,1362.326737,1866.6171
558,1866.718403,2204.7744
559,959.801778,1234.8651
560,160.1041912,341.14288
561,1681.866043,2362.5886
562,1333.577769,1838.4857
563,1621.488495,1234.1206
564,2630.398935,2424.2158
565,1085.577793,925.6783
566,1894.814022,1924.9064
567,293.4229731,118.29512
568,2610.682346,1941.0679
569,2810.068694,3492.7305
570,2829.824892,2498.276
571,2672.378456,1998.5377
572,2047.34564,2271.2756
573,2338.07628,1794.16
574,2825.763717,2824.4138
575,2368.22951,1779.4794
576,1238.706166,1269.6561
577,2309.499369,3211.948
578,1858.400031,1890.9504
579,1604.746643,1525.0475
580,2882.738087,3240.793
581,1487.760924,1585.8063
582,3392.719706,2265.0913
583,2495.016218,2514.982
584,1395.732211,919.9148
585,1285.057578,1225.5247
586,2829.824892,2315.557
587,1487.687805,1928.5212
588,3466.050012,2937.6296
589,2253.653541,2379.273
590,356.00924,598.75824
591,2879.994082,2491.1855
592,3173.042964,2703.2505
593,1990.116905,986.1291
594,1203.317796,1802.5334
595,1625.773147,1238.5125
596,35.36918906,63.90082
597,2502.353713,2753.1497
598,235.4066821,369.66425
599,2178.631646,2706.354
600,1969.248297,1652.6627
601,373.5558249,970.50165
602,120.4001107,1008.1576
603,2295.589837,2317.08
604,1890.688078,1937.2297
605,3544.586648,2913.0527
606,1909.629104,2623.4429
607,2812.537308,1921.7013
608,4359.467376,2200.8918
609,2030.745556,2706.7878
610,1520.910126,1175.0583
611,2113.601999,2062.6233
612,589.4981081,452.2939
613,3278.363666,2410.0054
614,2122.418233,1986.5844
615,2292.110497,2101.7632
616,2015.968099,2042.5573
617,809.9050599,1808.8004
618,1792.189729,2108.3564
619,1349.01144,2015.4347
620,2478.725464,2329.642
621,2525.081636,2574.5623
622,2852.225161,2182.6907
623,761.9595337,970.8673
624,703.6890636,830.8476
625,1084.736785,2098.965
626,3101.220651,2640.5994
627,2599.818059,2511.1504
628,1869.702859,2688.052
629,2394.929384,2218.8535
630,3022.713844,2094.2786
631,1306.186181,1077.539
632,2810.60261,2739.937
633,1907.222123,1715.8593
634,123.3759051,72.20222
635,1276.555664,1617.7238
636,945.9664516,1431.9016
637,971.041302,1403.1287
638,2351.254091,2134.7893
639,1222.924117,1469.8845
640,2394.485686,995.338
641,1188.985185,1103.077
642,1734.257817,2823.694
643,3385.647725,2793.7305
644,923.4514981,1559.8953
645,496.28832,1194.2881
646,1767.514656,1654.5667
647,2280.558748,1828.8141
648,2097.645239,2862.1548
649,3268.294442,2841.522
650,1308.485599,794.4351
651,1836.580447,1705.3503
652,1778.741884,2497.045
653,483.1741595,748.8607
654,2318.043282,1749.5603
655,1528.436497,1690.377
656,1433.777363,1519.5676
657,2082.303355,2665.33
658,1117.826389,2075.6992
659,3638.53707,3169.99
660,127.1288588,295.3602
661,2307.133452,1624.4777
662,458.1076024,496.1899
663,2813.456066,2220.4866
664,974.9168346,847.6517
665,99.35456238,150.87251
666,2618.74863,2143.0083
667,1434.761828,1309.3384
668,836.5769236,1035.6913
669,1486.485446,1734.9213
670,2213.560546,1969.5251
671,1528.578364,1430.9636
672,1665.389696,1455.3613
673,63.26149783,141.25238
674,2185.022677,1973.301
675,2076.167289,2657.4712
676,1318.345501,1470.0416
677,863.2601886,809.8875
678,1644.455658,2140.1873
679,1232.800228,1964.5453
680,1799.789774,2014.925
681,2688.011899,2582.473
682,2366.40912,2543.4832
683,1004.461003,981.90717
684,1261.920725,2704.5583
685,2774.567563,2790.7317
686,1568.45466,2120.6665
687,1875.464678,1807.5823
688,2330.872589,2311.091
689,2331.598587,2494.451
690,1274.263184,1486.0397
691,2022.406559,2126.5522
692,1699.227484,2681.7385
693,2173.292531,2055.0684
694,1288.080005,1629.2963
695,1512.920289,1775.4738
696,2351.254091,2134.7893
697,572.0647434,732.3451
698,2518.833221,2566.4136
699,2076.486086,1789.7052
700,1702.163137,1596.8125
701,1145.058473,1480.6057
702,1687.313874,2053.2522
703,1674.168621,1863.7516
704,2693.338253,2708.7158
705,2179.71534,2192.4336
706,2574.454232,1929.7758
707,2843.590082,2143.543
708,1888.931382,1893.615
709,1796.385496,1683.3104
710,2261.511978,2061.4731
711,1518.543509,1349.723
712,1860.953006,1885.2896
713,2465.216174,2553.0435
714,2948.638092,3008.1646
715,2258.188709,2256.92
716,2209.055424,1878.2754
717,3587.756957,3058.0046
718,1869.430181,1835.7426
719,764.9985992,734.8714
720,3320.224631,3278.6797
721,1976.202347,1976.4247
722,3699.505461,2974.4077
723,3022.679567,2566.906
724,1659.480089,1435.6156
725,412.4902043,414.62338
726,2020.241676,2143.3132
727,769.5229678,1065.3735
728,3188.457448,2564.419
729,2430.884053,2365.0696
730,1968.866933,1833.3373
731,510.1317345,608.6626
732,2575.643274,2101.479
733,195.2184478,341.3231
734,1516.325058,1438.7073
735,1349.01144,1801.4937
736,1786.541588,1995.1941
737,1548.281058,1366.3402
738,3207.424881,2826.372
739,2030.745556,2658.449
740,2824.579145,2094.8662
741,2814.481069,2115.54
742,1834.263286,2670.9902
743,232.2379748,148.83945
744,2674.782119,2643.6304
745,2553.650231,1896.4784
746,1619.718347,877.74646
747,234.5050796,319.0452
748,2473.116162,1858.1764
749,1438.206837,1778.6274
750,2122.315278,1686.8922
751,1264.655844,1130.3508
752,57.55824344,36.83599
753,389.9977596,1221.3586
754,2213.560546,1959.4188
755,1913.703631,1646.0667
756,1053.384452,1503.0728
757,1936.261345,2439.7312
758,1840.789274,1328.3105
759,2179.859628,1956.8245
760,1669.703016,1514.1078
761,4038.620534,3432.8423
762,2346.099846,2188.7124
763,3017.825569,2882.042
764,2253.653541,2725.0454
765,748.6321505,1518.8281
766,2324.624157,2475.0137
767,2136.164114,1233.7101
768,655.451597,786.56335
769,3386.914403,2829.3262
770,829.1529303,1047.1909
771,1161.37213,2163.696
772,1315.557996,1521.6627
773,1380.026189,2133.7983
774,1357.75987,989.67584
775,1720.026114,2393.7207
776,2177.266738,2521.1543
777,2250.098131,2008.1589
778,2057.275773,2090.5947
779,2060.997944,1709.4065
780,1570.993264,1474.2162
781,1703.883419,1167.0547
782,964.8211639,1056.7197
783,298.3158985,497.6995
784,1192.117886,1925.3073
785,3185.284761,2792.307
786,1455.320206,1300.5347
787,2033.996585,1468.9613
788,1048.013863,1207.4252
789,862.4380966,1428.8704
790,794.0878512,726.02246
791,2106.675779,1715.1833
792,1429.819945,2035.9119
793,1870.740679,1902.1572
794,1281.984146,1887.8773
795,1732.785493,1773.2239
796,2070.371484,1889.646
797,770.5062245,699.93024
798,903.8228259,943.8634
799,1505.732219,1625.3854
800,1407.433213,952.22064
801,3004.431397,2730.0195
802,2560.187737,2015.3566
803,1248.022463,1399.0387
804,1306.542644,1546.5667
805,1859.242566,2241.9553
806,1835.820221,1948.3885
807,1745.832274,2700.065
808,4024.760166,3178.4895
809,3268.588948,2508.1235
810,3435.050202,2850.91
811,1544.705994,1324.7827
812,2573.799713,2191.074
813,1664.435437,2346.2744
814,2272.919405,1829.6752
815,680.4382788,745.0343
816,1506.292937,2137.5264
817,3265.751314,2337.8586
818,3207.424881,2871.604
819,440.778998,819.6663
820,1216.313548,1069.3
821,1100.233,1276.896
822,1204.990514,764.7552
823,2193.255297,2519.0315
824,2793.058839,2949.1953
825,2232.044797,2055.6758
826,2848.055426,2612.4868
827,745.2605616,934.5555
828,1641.423008,1592.6011
829,2811.468392,2272.4563
830,3001.718599,2379.174
831,2346.099846,2172.3513
832,1831.011992,1881.5251
833,1822.482162,2148.0474
834,1879.489874,1914.2778
835,2274.618166,2432.2942
836,1095.572568,1378.4465
837,463.686462,222.29776
838,1412.927825,1753.3593
839,2517.487067,2363.7976
840,2788.627736,1876.6149
841,2306.131228,3019.779
842,672.786219,676.80676
843,2490.810758,2435.8794
844,4514.885948,3643.9016
845,2142.680442,2054.5125
846,1840.750131,1743.218
847,1202.920284,850.4543
848,1814.136899,2052.8943
849,1288.6731,1582.7303
850,2659.421189,1649.9131
851,2191.566708,1664.4204
852,1300.101937,1642.1406
853,3076.046555,3181.8394
854,2161.507588,2556.9424
855,378.4129323,515.14343
856,637.1420362,666.401
857,2445.620747,2372.98
858,1465.643398,2615.8394
859,1864.729088,2115.8977
860,4232.819365,2021.6746
861,1217.505587,1324.4384
862,2459.000783,2262.152
863,1288.310029,1342.0345
864,1450.204859,1963.3413
865,2095.090362,1449.864
866,1040.317086,1298.9711
867,2101.576247,1677.5469
868,232.1882653,284.61407
869,3662.20158,3525.0989
870,1606.955586,1200.16
871,2153.823816,1742.1079
872,2113.779353,2221.7253
873,179.333985,210.78488
874,1756.102262,2749.9763
875,1351.426999,1453.9918
876,1400.906434,1117.8638
877,858.7423643,1029.9318
878,2424.550078,1682.7053
879,1854.5304,2438.5125
880,1804.02745,2081.0708
881,506.5683787,382.60907
882,3654.074872,2051.5068
883,1998.081047,1771.7982
884,3432.719602,2723.1904
885,2278.833232,2299.9216
886,3128.387384,3422.7622
887,893.9675414,1433.8995
888,2315.549812,2382.7122
889,2672.378456,2018.914
890,565.2163389,490.8983
891,1981.408559,2123.9404
892,2371.595643,1628.7086
893,4306.76371,3588.2974
894,1985.035516,1773.5378
895,924.7750209,1894.082
896,1472.03076,2244.4124
897,1300.802617,1828.6061
898,1571.532852,1291.634
899,1661.023351,1514.2213
900,2123.31641,1761.0894
901,2223.996104,2380.9143
902,642.2282932,1034.6294
903,1815.176286,1799.5476
904,1855.244426,2275.5579
905,1701.737756,1254.1768
906,2922.129385,1985.0625
907,1416.514791,2127.2793
908,2216.465699,1714.0511
909,2017.815253,2078.4482
910,1202.32771,1678.6447
911,1442.20384,1280.341
912,944.73859,947.92426
913,1643.332101,2751.5854
914,42.49437358,64.43574
915,997.5809774,1602.186
916,3166.356385,3410.9631
917,218.6899589,1171.0292
918,2486.930579,2142.3894
919,2408.964561,1906.8872
920,1403.389647,1386.2347
921,1039.112702,1227.7222
922,64.70280596,34.032806
923,2261.074988,1823.1525
924,2335.381585,1819.8229
925,2558.162248,2346.7092
926,1197.618403,1295.5398
927,2426.482931,2321.7622
928,1185.634116,1302.2594
929,2549.175576,2749.569
930,3652.227353,3119.0767
931,2504.140333,2696.691
932,2026.946273,2139.1152
933,1961.203073,2143.6953
934,3070.603746,2542.213
935,1701.087944,1971.5991
936,1145.019848,1680.8734
937,2087.878732,2015.8185
938,1174.722509,1688.9967
939,853.4790279,1958.1892
940,2050.922696,1978.4923
941,1924.235302,1885.4822
942,2180.234649,2425.1277
943,1416.514791,1607.6055
944,1367.360774,1690.3071
945,768.0854653,710.82886
946,1884.129248,757.9496
947,2247.761517,2574.308
948,2472.970826,2680.8423
949,2592.125837,2101.6182
950,1745.600249,1792.6284
951,1455.876141,1912.7449
952,1158.267697,2154.4468
953,549.5600271,935.938
954,1216.313548,1048.94
955,1629.637527,1796.8853
956,2025.260341,2235.9521
957,1400.906434,1020.6733
958,473.5391547,443.89066
959,1830.061886,2301.3171
960,2520.771854,2151.1226
961,2387.933865,2378.816
962,1704.882605,2379.7212
963,1924.235302,1836.4835
964,2852.674863,2453.598
965,1329.124552,1195.377
966,1226.098368,1164.8301
967,2241.528349,1567.0771
968,1281.056264,1481.8074
969,1744.735677,2698.7546
970,1823.141768,2067.6736
971,2122.418233,1954.4928
972,2445.689305,2502.3625
973,2335.83815,2299.0762
974,2309.446811,2296.0144
975,912.0179613,388.84213
976,2622.695853,2161.3516
977,2166.520541,1076.9723
978,2343.339825,2216.6643
979,897.1903094,640.7034
980,99.0618765,69.39006
981,2960.645395,2666.459
982,1759.581463,1825.0698
983,1774.491049,1207.4529
984,1804.103747,1971.9988
985,895.1490596,1319.9874
986,1571.574507,1519.9
987,1522.783697,1633.4456
988,1540.749771,1848.6246
989,614.8993832,1380.0226
990,1076.489,1154.8506
991,2922.129385,1985.0625
992,2550.576406,1946.3057
993,2574.541588,1900.0717
994,2477.29189,2400.359
995,609.9160574,1122.522
996,115.353662,46.085876
997,1583.89369,1814.6732
998,1911.766144,1938.178
999,1933.004117,2387.0488
